analysis_block,route_or_mt_comparator,window_or_fast_mode,pulse,fast_comparator,formula,all_arms_status_valid,all_arms_rhythmic,lr_phase_effect_deg,fe_phase_effect_deg,pf_propagation_gap_effect,mn_propagation_gap_effect,route_mt_effect,route_rrp_effect,route_replenishment_resource_effect,failure_epoch_fraction_effect,recovery_reference_eligible,recovery_target_eligible,recovery_reference_event_observed,recovery_target_event_observed,recovery_observed_time_effect_s,aggregation_basis,independent_stochastic_realization_count,inferential_scope,generated_at_utc,publication_script_version,publication_script_sha256,protocol_spec_sha256,locked_protocol_sha256,source_a_to_d_script_sha256,source_e_f_script_sha256,source_g_h_script_sha256,output_row_count
G_challenge_by_impairment,RG,baseline,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,0,0,0,0,0,0,0,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,MN,recovery,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,3.087542557,3.065853172,0,0,-0.002030872803,0.0005030394673,0.002779289107,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V0D,baseline,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,0,0,0,0,0,0,0,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V0D,stress_prechallenge,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,0,0,0,0,0,0,0,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V0D,stress_challenge,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,0.4454259176,-6.09992772,-0.01034858388,0,0.0001181092374,0.0002259414943,0.001163733297,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V0D,recovery,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,-2.047936015,2.292666666,0,0,-0.002346721731,0.0005401601205,0.001737050578,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V0V,baseline,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,0,0,0,0,0,0,0,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V0V,stress_prechallenge,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,0,0,0,0,0,0,0,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V0V,stress_challenge,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,5.391035534,0.8227409511,-0.009259259259,0,0.001674851141,1.339581492e-05,0.0002631773183,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V0V,recovery,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,3.397005308,3.196425741,0,0,-0.001017353981,0.0004389686686,0.0009157793728,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V2a,baseline,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,0,0,0,0,0,0,0,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V2a,stress_prechallenge,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,0,0,0,0,0,0,0,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V2a,stress_challenge,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,2.379830254,7.418131329,-0.01960784314,-0.009803921569,-0.0001608091632,-0.0005288935258,-0.0007104979096,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V2a,recovery,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,-3.929468852,1.22322527,0,0,0.000213411731,3.183163994e-05,-9.034121789e-05,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V3,baseline,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,0,0,0,0,0,0,0,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V3,stress_prechallenge,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,0,0,0,0,0,0,0,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V3,stress_challenge,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,-7.392726755,-9.887497098,-0.01111111111,0,-0.0008250862691,0.0004761288144,0.00141575189,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
G_challenge_by_impairment,V3,recovery,not_applicable,not_applicable,(challenge impaired - no-challenge impaired) - (challenge intact - no-challenge intact),1,1,5.145877073,3.133320825,0,0,-0.002853476071,0.0002072711503,0.001720794424,0,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,199
